OUI,Vendor,Source
00:17:F4,Zeron Alliance,Wireshark
00:17:F5,Lig Neoptek,Wireshark
00:17:F6,Pyramid Meriden Inc.,Wireshark
00:17:F7,CEM Solutions Pvt Ltd,Wireshark
00:17:F8,Motech Industries Inc.,Wireshark
00:17:F9,Forcom Sp. z o.o.,Wireshark
00:17:FA,Microsoft Corporation,Wireshark
00:17:FB,Fa,Wireshark
00:17:FC,Suprema Inc.,Wireshark
00:17:FD,Amulet Hotkey,Wireshark
00:17:FE,Talos System Inc.,Wireshark
00:17:FF,PLAYLINE Co. Ltd.,Wireshark
00:18:00,Unigrand Ltd,Wireshark
00:18:01,Actiontec Electronics Inc,Wireshark
00:18:02,Alpha Networks Inc.,Wireshark
00:18:03,ArcSoft Shanghai Co. LTD,Wireshark
00:18:04,E-Tek Digital Technology Limited,Wireshark
00:18:05,Beijing InHand Networking Technology Co. Ltd.,Wireshark
00:18:06,Hokkei Industries Co. Ltd.,Wireshark
00:18:07,Fanstel Corp.,Wireshark
00:18:08,SightLogix Inc.,Wireshark
00:18:09,Cresyn,Wireshark
00:18:0B,Brilliant Telecommunications,Wireshark
00:18:0C,DZS Inc.,Wireshark
00:18:0D,Terabytes Server Storage Tech Corp,Wireshark
00:18:0E,Avega Systems,Wireshark
00:18:0F,Nokia Danmark A/S,Wireshark
00:18:10,IPTrade S.A.,Wireshark
00:18:11,Neuros Technology International LLC.,Wireshark
00:18:12,Beijing Xinwei Telecom Technology Co. Ltd.,Wireshark
00:18:13,Sony Corporation,Wireshark
00:18:14,Mitutoyo Corporation,Wireshark
00:18:15,GZ Technologies Inc.,Wireshark
00:18:16,Ubixon Co. Ltd.,Wireshark
00:18:17,D. E. Shaw Research LLC,Wireshark
00:18:1A,AVerMedia Information Inc.,Wireshark
00:18:1B,TaiJin Metal Co. Ltd.,Wireshark
00:18:1C,Vitec,Wireshark
00:18:1D,Asia Electronics Co. Ltd,Wireshark
00:18:1E,GDX Technologies Ltd.,Wireshark
00:18:1F,Palmmicro Communications,Wireshark
00:18:20,w5networks,Wireshark
00:18:21,Sindoricoh,Wireshark
00:18:22,Cec Telecom Co. Ltd.,Wireshark
00:18:23,Delta Electronics Inc.,Wireshark
00:18:24,Kimaldi Electronics S.L.,Wireshark
00:18:25,Private,Wireshark
00:18:26,Cale Access AB,Wireshark
00:18:27,Nec Unified Solutions Nederland B.V.,Wireshark
00:18:28,e2v technologies (UK) ltd.,Wireshark
00:18:29,Gatsometer,Wireshark
00:18:2A,Taiwan Video & Monitor,Wireshark
00:18:2B,Softier,Wireshark
00:18:2C,Ascend Networks Inc.,Wireshark
00:18:2D,Artec Design,Wireshark
00:18:2E,XStreamHD,Wireshark
00:18:2F,Texas Instruments,Wireshark
00:18:30,Texas Instruments,Wireshark
00:18:31,Texas Instruments,Wireshark
00:18:32,Texas Instruments,Wireshark
00:18:33,Texas Instruments,Wireshark
00:18:34,Texas Instruments,Wireshark
00:18:35,Thoratec / ITC,Wireshark
00:18:36,REJ Co. Ltd,Wireshark
00:18:37,Universal ABIT Co. Ltd.,Wireshark
00:18:38,PanAccess Communications Inc.,Wireshark
00:18:39,Cisco-Linksys LLC,Wireshark
00:18:3A,Westell Technologies Inc.,Wireshark
00:18:3B,CENITS Co. Ltd.,Wireshark
00:18:3C,Encore Software Limited,Wireshark
00:18:3D,Vertex Link Corporation,Wireshark
00:18:3E,Digilent Inc,Wireshark
00:18:3F,2Wire Inc,Wireshark
00:18:40,3 Phoenix Inc.,Wireshark
00:18:41,High Tech Computer Corp,Wireshark
00:18:42,Nokia Danmark A/S,Wireshark
00:18:43,Dawevision Ltd,Wireshark
00:18:44,Heads Up Technologies Inc.,Wireshark
00:18:45,Pulsar-Telecom LLC.,Wireshark
00:18:46,Crypto S.A.,Wireshark
00:18:47,AceNet Technology Inc.,Wireshark
00:18:48,Vecima Networks Inc.,Wireshark
00:18:49,nVent Schroff GmbH,Wireshark
00:18:4A,Catcher Inc.,Wireshark
00:18:4B,Las Vegas Gaming Inc.,Wireshark
00:18:4C,Bogen Communications,Wireshark
00:18:4D,Netgear,Wireshark
00:18:4E,Lianhe Technologies Inc.,Wireshark
00:18:4F,8 Ways Technology Corp.,Wireshark
00:18:50,Secfone Kft,Wireshark
00:18:51,SWsoft,Wireshark
00:18:52,StorLink Semiconductors Inc.,Wireshark
00:18:53,Atera Networks LTD.,Wireshark
00:18:54,Argard Co. Ltd,Wireshark
00:18:55,Aeromaritime Systembau GmbH,Wireshark
00:18:56,EyeFi Inc,Wireshark
00:18:57,Unilever R&D,Wireshark
00:18:58,TagMaster AB,Wireshark
00:18:59,Strawberry Linux Co. Ltd.,Wireshark
00:18:5A,uControl Inc.,Wireshark
00:18:5B,Network Chemistry Inc,Wireshark
00:18:5C,EDSLAB Technologies,Wireshark
00:18:5D,Taiguen Technology (Shen-Zhen) Co. Ltd.,Wireshark
00:18:5E,Nexterm Inc.,Wireshark
00:18:5F,TAC Inc.,Wireshark
00:18:60,SIM Technology Group Shanghai Simcom Ltd.,Wireshark
00:18:61,Ooma Inc.,Wireshark
00:18:62,Seagate Technology,Wireshark
00:18:63,Veritech Electronics Limited,Wireshark
00:18:64,Eaton Corporation,Wireshark
00:18:65,Siemens Healthcare Diagnostics Manufacturing Ltd,Wireshark
00:18:66,Leutron Vision,Wireshark
00:18:67,Datalogic ADC,Wireshark
00:18:68,Cisco SPVTG,Wireshark
00:18:69,Kingjim,Wireshark
00:18:6A,Global Link Digital Technology Co Ltd,Wireshark
00:18:6B,Sambu Communics CO. LTD.,Wireshark
00:18:6C,Neonode AB,Wireshark
00:18:6D,Zhenjiang Sapphire Electronic Industry CO.,Wireshark
00:18:6E,3Com Ltd,Wireshark
00:18:6F,Setha Industria Eletronica LTDA,Wireshark
00:18:70,E28 Shanghai Limited,Wireshark
00:18:71,Hewlett Packard,Wireshark
00:18:72,Expertise Engineering,Wireshark
00:18:75,AnaCise Testnology Pte Ltd,Wireshark
00:18:76,WowWee Ltd.,Wireshark
00:18:77,Amplex A/S,Wireshark
00:18:78,Mackware GmbH,Wireshark
00:18:79,dSys,Wireshark
00:18:7A,Wiremold,Wireshark
00:18:7B,4NSYS Co. Ltd.,Wireshark
00:18:7C,Intercross Llc,Wireshark
00:18:7D,Armorlink Co.Ltd,Wireshark
00:18:7E,RGB Spectrum,Wireshark
00:18:7F,Zodianet,Wireshark
00:18:80,Maxim Integrated Products,Wireshark
00:18:81,Buyang Electronics Industrial Co. Ltd,Wireshark
00:18:82,Huawei Technologies Co. Ltd,Wireshark
00:18:83,Formosa21 Inc.,Wireshark
00:18:84,Fon Technology S.L.,Wireshark
00:18:85,Motorola Solutions Inc.,Wireshark
00:18:86,El-Tech Inc.,Wireshark
00:18:87,Metasystem SpA,Wireshark
00:18:88,GOTIVE a.s.,Wireshark
00:18:89,WinNet Solutions Limited,Wireshark
00:18:8A,Infinova LLC,Wireshark
00:18:8B,Dell Inc.,Wireshark
00:18:8C,Mobile Action Technology Inc.,Wireshark
00:18:8D,Nokia Danmark A/S,Wireshark
00:18:8E,Ekahau Inc.,Wireshark
00:18:8F,Montgomery Technology Inc.,Wireshark
00:18:90,RadioCOM s.r.o.,Wireshark
00:18:91,Zhongshan General K-mate Electronics Co. Ltd,Wireshark
00:18:92,ads-tec GmbH,Wireshark
00:18:93,Shenzhen Photon Broadband Technology Co. Ltd,Wireshark
00:18:94,NPCore Inc.,Wireshark
00:18:95,Hansun Technologies Inc.,Wireshark
00:18:96,Great Well Electronic LTD,Wireshark
00:18:97,JESS-LINK PRODUCTS Co. LTD,Wireshark
00:18:98,Kingstate Electronics Corporation,Wireshark
00:18:99,ShenZhen jieshun Science&Technology Industry CO Ltd.,Wireshark
00:18:9A,HANA Micron Inc.,Wireshark
00:18:9B,Thomson Inc.,Wireshark
00:18:9C,Weldex Corporation,Wireshark
00:18:9D,Navcast Inc.,Wireshark
00:18:9E,OMNIKEY GmbH.,Wireshark
00:18:9F,Lenntek Corporation,Wireshark
00:18:A0,Cierma Ascenseurs,Wireshark
00:18:A1,Tiqit Computers Inc.,Wireshark
00:18:A2,XIP Technology AB,Wireshark
00:18:A3,Zippy Technology Corp.,Wireshark
00:18:A4,ARRIS Group Inc.,Wireshark
00:18:A5,ADigit Technologies Corp.,Wireshark
00:18:A6,Persistent Systems LLC,Wireshark
00:18:A7,Yoggie Security Systems LTD.,Wireshark
00:18:A8,AnNeal Technology Inc.,Wireshark
00:18:A9,Ethernet Direct Corporation,Wireshark
00:18:AA,Protec Fire Detection plc,Wireshark
00:18:AB,Beijing Lhwt Microelectronics Inc.,Wireshark
00:18:AC,Shanghai Jiao Da HISYS Technology Co. Ltd.,Wireshark
00:18:AD,Nidec Sankyo Corporation,Wireshark
00:18:AE,Tvt Co. Ltd,Wireshark
00:18:AF,Samsung Electronics Co. Ltd,Wireshark
00:18:B0,Nortel Networks,Wireshark
00:18:B1,IBM Corp,Wireshark
00:18:B2,Adeunis Rf,Wireshark
00:18:B3,TEC WizHome Co. Ltd.,Wireshark
00:18:B4,Dawon Media Inc.,Wireshark
00:18:B5,Magna Carta,Wireshark
00:18:B6,S3C Inc.,Wireshark
00:18:B7,D3 Led Llc,Wireshark
00:18:B8,New Voice International AG,Wireshark
00:18:BB,Eliwell Controls srl,Wireshark
00:18:BC,ZAO NVP Bolid,Wireshark
00:18:BD,Shenzhen Dvbworld Technology Co. Ltd.,Wireshark
00:18:BE,ANSA Corporation,Wireshark
00:18:BF,Essence Technology Solution Inc.,Wireshark
00:18:C0,ARRIS Group Inc.,Wireshark
00:18:C1,Almitec Informática e Comércio,Wireshark
00:18:C2,Firetide Inc,Wireshark
00:18:C3,CS Corporation,Wireshark
00:18:C4,Raba Technologies LLC,Wireshark
00:18:C5,Nokia Danmark A/S,Wireshark
00:18:C6,OPW Fuel Management Systems,Wireshark
00:18:C7,Real Time Automation,Wireshark
00:18:C8,ISONAS Inc.,Wireshark
00:18:C9,EOps Technology Limited,Wireshark
00:18:CA,Viprinet GmbH,Wireshark
00:18:CB,Tecobest Technology Limited,Wireshark
00:18:CC,Axiohm Sas,Wireshark
00:18:CD,Erae Electronics Industry Co. Ltd,Wireshark
00:18:CE,Dreamtech Co. Ltd,Wireshark
00:18:CF,Baldor Electric Company,Wireshark
00:18:D0,AtRoad A Trimble Company,Wireshark
00:18:D1,Siemens Home & Office Comm. Devices,Wireshark
00:18:D2,High-Gain Antennas LLC,Wireshark
00:18:D3,Teamcast,Wireshark
00:18:D4,Unified Display Interface SIG,Wireshark
00:18:D5,Reigncom,Wireshark
00:18:D6,Swirlnet A/S,Wireshark
00:18:D7,JAVAD GNSS Inc.,Wireshark
00:18:D8,ARCH METER Corporation,Wireshark
00:18:D9,Santosha Internatonal Inc,Wireshark
00:18:DA,Würth Elektronik eiSos GmbH & Co. KG,Wireshark
00:18:DB,EPL Technology Ltd,Wireshark
00:18:DC,Prostar Co. Ltd.,Wireshark
00:18:DD,Silicondust Engineering Ltd,Wireshark
00:18:DE,Intel Corporate,Wireshark
00:18:DF,The Morey Corporation,Wireshark
00:18:E0,Anaveo,Wireshark
00:18:E1,Verkerk Service Systemen,Wireshark
00:18:E2,Topdata Sistemas de Automacao Ltda,Wireshark
00:18:E3,Visualgate Systems Inc.,Wireshark
00:18:E4,Yiguang,Wireshark
00:18:E5,Adhoco AG,Wireshark
00:18:E6,Computer Hardware Design SIA,Wireshark
00:18:E7,Cameo Communications INC.,Wireshark
00:18:E8,Hacetron Corporation,Wireshark
00:18:E9,Numata Corporation,Wireshark
00:18:EA,Alltec GmbH,Wireshark
00:18:EB,Blue Zen Enterprises Private Limited,Wireshark
00:18:EC,Welding Technology Corporation,Wireshark
00:18:ED,Accutech Ultrasystems Co. Ltd.,Wireshark
00:18:EE,Videology Imaging Solutions Inc.,Wireshark
00:18:EF,Escape Communications Inc.,Wireshark
00:18:F0,JOYTOTO Co. Ltd.,Wireshark
00:18:F1,Chunichi Denshi Co. Ltd.,Wireshark
00:18:F2,Beijing Tianyu Communication Equipment Co. Ltd,Wireshark
00:18:F3,ASUSTek COMPUTER INC.,Wireshark
00:18:F4,EO TECHNICS Co. Ltd.,Wireshark
00:18:F5,Shenzhen Streaming Video Technology Company Limited,Wireshark
00:18:F6,Thomson Telecom Belgium,Wireshark
00:18:F7,Kameleon Technologies,Wireshark
00:18:F8,Cisco-Linksys LLC,Wireshark
00:18:F9,VVOND Inc.,Wireshark
00:18:FA,Yushin Precision Equipment Co. Ltd.,Wireshark
00:18:FB,Compro Technology,Wireshark
00:18:FC,Altec Electronic AG,Wireshark
00:18:FD,Optimal Technologies International Inc.,Wireshark
00:18:FE,Hewlett Packard,Wireshark
00:18:FF,PowerQuattro Co.,Wireshark
00:19:00,Intelliverese - DBA Voicecom,Wireshark
00:19:01,F1Media,Wireshark
00:19:02,Cambridge Consultants Ltd,Wireshark
00:19:03,Bigfoot Networks Inc,Wireshark
00:19:04,WB Electronics Sp. z o.o.,Wireshark
00:19:05,SCHRACK Seconet AG,Wireshark
00:19:08,Duaxes Corporation,Wireshark
00:19:09,DEVI - Danfoss A/S,Wireshark
00:19:0A,Hasware Inc.,Wireshark
00:19:0B,Southern Vision Systems Inc.,Wireshark
00:19:0C,Encore Electronics Inc.,Wireshark
00:19:0D,IEEE 1394c,Wireshark
00:19:0E,Atech Technology Co. Ltd.,Wireshark
00:19:0F,Advansus Corp.,Wireshark
00:19:10,Knick Elektronische Messgeraete GmbH & Co. KG,Wireshark
00:19:11,Just In Mobile Information Technologies (Shanghai) Co. Ltd.,Wireshark
00:19:12,Welcat Inc,Wireshark
00:19:13,Chuang-Yi Network Equipment Co.Ltd.,Wireshark
00:19:14,Winix Co. Ltd,Wireshark
00:19:15,TECOM Co. Ltd.,Wireshark
00:19:16,PayTec AG,Wireshark
00:19:17,Posiflex Inc.,Wireshark
00:19:18,Interactive Wear AG,Wireshark
00:19:19,ASTEL Inc.,Wireshark
00:19:1A,Irlink,Wireshark
00:19:1B,Sputnik Engineering AG,Wireshark
00:19:1C,Sensicast Systems,Wireshark
00:19:1D,Nintendo Co. Ltd.,Wireshark
00:19:1E,Beyondwiz Co. Ltd.,Wireshark
00:19:1F,Microlink communications Inc.,Wireshark
00:19:20,KUME electric Co. Ltd.,Wireshark
00:19:21,Elitegroup Computer Systems Co. Ltd.,Wireshark
00:19:22,CM Comandos Lineares,Wireshark
00:19:23,Phonex Korea Co. LTD.,Wireshark
00:19:24,LBNL Engineering,Wireshark
00:19:25,Intelicis Corporation,Wireshark
00:19:26,BitsGen Co. Ltd.,Wireshark
00:19:27,ImCoSys Ltd,Wireshark
00:19:28,Siemens AG Transportation Systems,Wireshark
00:19:29,2M2B Montadora de Maquinas Bahia Brasil LTDA,Wireshark
00:19:2A,Antiope Associates,Wireshark
00:19:2B,Aclara RF Systems Inc.,Wireshark
00:19:2C,ARRIS Group Inc.,Wireshark
00:19:2D,Nokia Corporation,Wireshark
00:19:2E,Spectral Instruments Inc.,Wireshark
00:19:31,Balluff GmbH,Wireshark
00:19:32,Gude Systems GmbH,Wireshark
00:19:33,Strix Systems Inc.,Wireshark
00:19:34,Trendon Touch Technology Corp.,Wireshark
00:19:35,Duerr Dental Ag,Wireshark
00:19:36,Sterlite Optical Technologies Limited,Wireshark
00:19:37,CommerceGuard AB,Wireshark
00:19:38,UMB Communications Co. Ltd.,Wireshark
00:19:39,Gigamips,Wireshark
00:19:3A,Oesolutions,Wireshark
00:19:3B,LigoWave,Wireshark
00:19:3C,HighPoint Technologies Incorporated,Wireshark
00:19:3D,GMC Guardian Mobility Corp.,Wireshark
00:19:3E,ADB Broadband Italia,Wireshark
00:19:3F,RDI technology(Shenzhen) Co. Ltd,Wireshark
00:19:40,Rackable Systems,Wireshark
00:19:41,Pitney Bowes Inc,Wireshark
00:19:42,On Software International Limited,Wireshark
00:19:43,Belden,Wireshark
00:19:44,Fossil Partners L.P.,Wireshark
00:19:45,RF COncepts LLC,Wireshark
00:19:46,Cianet Industria e Comercio S/A,Wireshark
00:19:47,Cisco SPVTG,Wireshark
00:19:48,AireSpider Networks,Wireshark
00:19:49,Tentel Comtech Co. Ltd.,Wireshark
00:19:4A,Testo Ag,Wireshark
00:19:4B,Sagemcom Broadband SAS,Wireshark
00:19:4C,Fujian Stelcom information & Technology CO. Ltd,Wireshark
00:19:4D,Avago Technologies Sdn Bhd,Wireshark
00:19:4E,Ultra Electronics - TCS (Tactical Communication Systems),Wireshark
00:19:4F,Nokia Danmark A/S,Wireshark
00:19:50,Harman Multimedia,Wireshark
00:19:51,NETCONS s.r.o.,Wireshark
00:19:52,ACOGITO Co. Ltd,Wireshark
00:19:53,Chainleader Communications Corp.,Wireshark
00:19:54,Leaf Corporation.,Wireshark
00:19:57,Saafnet Canada Inc.,Wireshark
00:19:58,Bluetooth SIG Inc.,Wireshark
00:19:59,Staccato Communications Inc.,Wireshark
00:19:5A,Jenaer Antriebstechnik GmbH,Wireshark
00:19:5B,D-Link Corporation,Wireshark
00:19:5C,Innotech Corporation,Wireshark
00:19:5D,ShenZhen XinHuaTong Opto Electronics Co. Ltd,Wireshark
00:19:5E,ARRIS Group Inc.,Wireshark
00:19:5F,Valemount Networks Corporation,Wireshark
00:19:60,DoCoMo Systems Inc.,Wireshark
00:19:61,Blaupunkt Embedded Systems GmbH,Wireshark
00:19:62,Commerciant LP,Wireshark
00:19:63,Sony Corporation,Wireshark
00:19:64,Doorking Inc.,Wireshark
00:19:65,YuHua TelTech (ShangHai) Co. Ltd.,Wireshark
00:19:66,Asiarock Technology Limited,Wireshark
00:19:67,TELDAT Sp.J.,Wireshark
00:19:68,Digital Video Networks(Shanghai) CO. LTD.,Wireshark
00:19:69,Nortel Networks,Wireshark
00:19:6A,MikroM GmbH,Wireshark
00:19:6B,Danpex Corporation,Wireshark
00:19:6C,Etrovision Technology,Wireshark
00:19:6D,Raybit Systems Korea Inc,Wireshark
00:19:6E,Metacom (Pty) Ltd.,Wireshark
00:19:6F,SensoPart GmbH,Wireshark
00:19:70,Z-Com Inc.,Wireshark
00:19:71,Guangzhou Unicomp Technology Co. Ltd,Wireshark
00:19:72,Plexus (Xiamen) Co. Ltd.,Wireshark
00:19:73,Zeugma Systems,Wireshark
00:19:74,16063,Wireshark
00:19:75,Beijing Huisen networks technology Inc,Wireshark
00:19:76,Xipher Technologies LLC,Wireshark
00:19:77,Extreme Networks Inc.,Wireshark
00:19:78,Datum Systems Inc.,Wireshark
00:19:79,Nokia Danmark A/S,Wireshark
00:19:7A,MAZeT GmbH,Wireshark
00:19:7B,Picotest Corp.,Wireshark
00:19:7C,Riedel Communications GmbH,Wireshark
00:19:7D,Hon Hai Precision Ind. Co. Ltd.,Wireshark
00:19:7E,Hon Hai Precision Ind. Co. Ltd.,Wireshark
00:19:7F,Plantronics Inc.,Wireshark
00:19:80,Gridpoint Systems,Wireshark
00:19:81,Vivox Inc,Wireshark
00:19:82,SmarDTV,Wireshark
00:19:83,CCT R&D Limited,Wireshark
00:19:84,ESTIC Corporation,Wireshark
00:19:85,IT Watchdogs Inc,Wireshark
00:19:86,Cheng Hongjian,Wireshark
00:19:87,Panasonic Mobile Communications Co. Ltd.,Wireshark
00:19:88,Wi2Wi Inc,Wireshark
00:19:89,Sonitrol Corporation,Wireshark
00:19:8A,Northrop Grumman Systems Corp.,Wireshark
00:19:8B,Novera Optics Korea Inc.,Wireshark
00:19:8C,iXSea,Wireshark
00:19:8D,Ocean Optics Inc.,Wireshark
00:19:8E,Demant A/S,Wireshark
00:19:8F,Nokia Bell N.V.,Wireshark
00:19:90,ELM DATA Co. Ltd.,Wireshark
00:19:91,avinfo,Wireshark
00:19:92,Adtran Inc,Wireshark
00:19:93,Changshu Switchgear MFG. Co. Ltd. (Former Changshu Switchgea,Wireshark
00:19:94,Jorjin Technologies Inc.,Wireshark
00:19:95,Jurong Hi-Tech (Suzhou)Co.ltd,Wireshark
00:19:96,TurboChef Technologies Inc.,Wireshark
00:19:97,Soft Device Sdn Bhd,Wireshark
00:19:98,Sato Corporation,Wireshark
00:19:99,Fujitsu Technology Solutions GmbH,Wireshark
00:19:9A,Edo-Evi,Wireshark
00:19:9B,Diversified Technical Systems Inc.,Wireshark
00:19:9C,Ctring,Wireshark
00:19:9D,Vizio Inc,Wireshark
00:19:9E,Nifty,Wireshark
00:19:9F,Dkt A/S,Wireshark
00:19:A0,Nihon Data Systens Inc.,Wireshark
00:19:A1,Lg Information & Comm.,Wireshark
00:19:A2,Ordyn Technologies,Wireshark
00:19:A3,asteel electronique atlantique,Wireshark
00:19:A4,Austar Technology (hang zhou) Co. Ltd,Wireshark
00:19:A5,RadarFind Corporation,Wireshark
00:19:A6,ARRIS Group Inc.,Wireshark
00:19:A7,Itu-T,Wireshark
00:19:A8,WiQuest Communications,Wireshark
00:19:AB,Raycom CO. LTD,Wireshark
00:19:AC,GSP SYSTEMS Inc.,Wireshark
00:19:AD,Bobst Sa,Wireshark
00:19:AE,Hopling Technologies b.v.,Wireshark
00:19:AF,Rigol Technologies Inc.,Wireshark
00:19:B0,HanYang System,Wireshark
00:19:B1,Arrow7 Corporation,Wireshark
00:19:B2,XYnetsoft Co. Ltd,Wireshark
00:19:B3,Stanford Research Systems,Wireshark
00:19:B4,Intellio Ltd,Wireshark
00:19:B5,Famar Fueguina S.A.,Wireshark
00:19:B6,Euro Emme s.r.l.,Wireshark
00:19:B7,Nokia Danmark A/S,Wireshark
00:19:B8,Boundary Devices,Wireshark
00:19:B9,Dell Inc.,Wireshark
00:19:BA,Paradox Security Systems Ltd,Wireshark
00:19:BB,Hewlett Packard,Wireshark
00:19:BC,Electro Chance Srl,Wireshark
00:19:BD,New Media Life,Wireshark
00:19:BE,Altai Technologies Limited,Wireshark
00:19:BF,Citiway technology Co. Ltd,Wireshark
00:19:C0,ARRIS Group Inc.,Wireshark
00:19:C1,Alpsalpine Co Ltd,Wireshark
00:19:C2,Equustek Solutions Inc.,Wireshark
00:19:C3,Qualitrol,Wireshark
00:19:C4,Infocrypt Inc.,Wireshark
00:19:C5,Sony Interactive Entertainment Inc.,Wireshark
00:19:C6,zte corporation,Wireshark
00:19:C7,Cambridge Industries(Group) Co. Ltd.,Wireshark
00:19:C8,AnyDATA Corporation,Wireshark
00:19:C9,S&C Electric Company,Wireshark
00:19:CA,Broadata Communications Inc,Wireshark
00:19:CB,Zyxel Communications Corporation,Wireshark
00:19:CC,RCG (HK) Ltd,Wireshark
00:19:CD,Chengdu ethercom information technology Ltd.,Wireshark
00:19:CE,Progressive Gaming International,Wireshark
00:19:CF,Salicru S.A.,Wireshark
00:19:D0,Cathexis,Wireshark
00:19:D1,Intel Corporate,Wireshark
00:19:D2,Intel Corporate,Wireshark
00:19:D3,TRAK Microwave,Wireshark
00:19:D4,ICX Technologies,Wireshark
00:19:D5,IP Innovations Inc.,Wireshark
00:19:D6,LS Cable and System Ltd.,Wireshark
00:19:D7,Fortunetek Co. Ltd,Wireshark
00:19:D8,Maxfor,Wireshark
00:19:D9,Zeutschel GmbH,Wireshark
00:19:DA,Welltrans O&E Technology Co. Ltd.,Wireshark
00:19:DB,Micro-Star International Co. Ltd.,Wireshark
00:19:DC,ENENSYS Technologies,Wireshark
00:19:DD,FEI-Zyfer Inc.,Wireshark
00:19:DE,Mobitek,Wireshark
00:19:DF,Thomson Inc.,Wireshark
00:19:E0,TP-Link Technologies Co. Ltd.,Wireshark
00:19:E1,Nortel Networks,Wireshark
00:19:E2,Juniper Networks,Wireshark
00:19:E3,Apple Inc.,Wireshark
00:19:E4,2Wire Inc,Wireshark
00:19:E5,Lynx Studio Technology Inc.,Wireshark
00:19:E6,Toyo Medic Co. Ltd.,Wireshark
00:19:E9,S-Information Technolgy Co. Ltd.,Wireshark
00:19:EA,TeraMage Technologies Co. Ltd.,Wireshark
00:19:EB,Pyronix Ltd,Wireshark
00:19:EC,Sagamore Systems Inc.,Wireshark
00:19:ED,Axesstel Inc.,Wireshark
00:19:EE,CARLO GAVAZZI CONTROLS SPA-Controls Division,Wireshark
00:19:EF,Shenzhen Linnking Electronics Co. Ltd,Wireshark
00:19:F0,Union Man Technology Co. Ltd,Wireshark
00:19:F1,Star Communication Network Technology Co. Ltd,Wireshark
00:19:F2,Teradyne K.K.,Wireshark
00:19:F3,Cetis Inc,Wireshark
00:19:F4,Convergens Oy Ltd,Wireshark
00:19:F5,Imagination Technologies Ltd,Wireshark
00:19:F6,Acconet (PTE) Ltd,Wireshark
00:19:F7,Onset Computer Corporation,Wireshark
00:19:F8,Embedded Systems Design Inc.,Wireshark
00:19:F9,TDK-Lambda,Wireshark
00:19:FA,Cable Vision Electronics CO. LTD.,Wireshark
00:19:FB,Sky Uk Limited,Wireshark
00:19:FC,PT. Ufoakses Sukses Luarbiasa,Wireshark
00:19:FD,Nintendo Co. Ltd.,Wireshark
00:19:FE,Shenzhen Seecomm Technology Co. Ltd.,Wireshark
00:19:FF,Finnzymes,Wireshark
00:1A:00,Matrix Inc.,Wireshark
00:1A:01,Smiths Medical,Wireshark
00:1A:02,Secure Care Products Inc,Wireshark
00:1A:03,Angel Electronics Co. Ltd.,Wireshark
00:1A:04,Interay Solutions BV,Wireshark
00:1A:05,Optibase Ltd,Wireshark
00:1A:06,OpVista Inc.,Wireshark
00:1A:07,Arecont Vision,Wireshark
00:1A:08,Simoco Ltd.,Wireshark
00:1A:09,Wayfarer Transit Systems Ltd,Wireshark
00:1A:0A,Adaptive Micro-Ware Inc.,Wireshark
00:1A:0B,Bona Technology Inc.,Wireshark
00:1A:0C,Swe-Dish Satellite Systems AB,Wireshark
00:1A:0D,HandHeld entertainment Inc.,Wireshark
00:1A:0E,Cheng Uei Precision Industry Co. Ltd,Wireshark
00:1A:0F,Arteche Group,Wireshark
00:1A:10,Lucent Trans Electronics Co. Ltd,Wireshark
00:1A:11,Google Inc.,Wireshark
00:1A:12,Essilor,Wireshark
00:1A:13,Wanlida Group Co. LTD,Wireshark
00:1A:14,Xin Hua Control Engineering Co. Ltd.,Wireshark
00:1A:15,gemalto e-Payment,Wireshark
00:1A:16,Nokia Danmark A/S,Wireshark
00:1A:17,Teak Technologies Inc.,Wireshark
00:1A:18,Advanced Simulation Technology inc.,Wireshark
00:1A:19,Computer Engineering Limited,Wireshark
00:1A:1A,Gentex Corporation/Electro-Acoustic Products,Wireshark
00:1A:1B,ARRIS Group Inc.,Wireshark
00:1A:1C,GT&T Engineering Pte Ltd,Wireshark
00:1A:1D,PChome Online Inc.,Wireshark
00:1A:1F,Coastal Environmental Systems,Wireshark
00:1A:20,CMOTECH Co. Ltd.,Wireshark
00:1A:21,Brookhuis Applied Technologies BV,Wireshark
00:1A:22,eQ-3 Entwicklung GmbH,Wireshark
00:1A:23,Ice Qube Inc,Wireshark
00:1A:24,Galaxy Telecom Technologies Ltd,Wireshark
00:1A:25,Delta Dore,Wireshark
00:1A:26,Deltanode Solutions AB,Wireshark
00:1A:27,Ubistar,Wireshark
00:1A:28,ASWT Co. LTD. Taiwan Branch H.K.,Wireshark
00:1A:29,Johnson Outdoors Marine Electronics d/b/a Minnkota,Wireshark
00:1A:2A,Arcadyan Technology Corporation,Wireshark
00:1A:2B,Ayecom Technology Co. Ltd.,Wireshark
00:1A:2C,SATEC Co. Ltd,Wireshark
00:1A:2D,The Navvo Group,Wireshark
00:1A:2E,Ziova Coporation,Wireshark
00:1A:31,Scan Coin Ab,Wireshark
00:1A:32,Activa Multimedia,Wireshark
00:1A:33,ASI Communications Inc.,Wireshark
00:1A:34,Konka Group Co. Ltd.,Wireshark
00:1A:35,BARTEC GmbH,Wireshark
00:1A:36,Aipermon GmbH & Co. KG,Wireshark
00:1A:37,Lear Corporation,Wireshark
00:1A:38,Sanmina-SCI,Wireshark
